model,method,fold,roc_auc,pr_auc,brier,log_loss,ece,mean_predicted,threshold,tp,fp,tn,fn,accuracy,precision,recall,specificity,f1,balanced_accuracy,g_mean,mcc
Gradient boosting,None,5,0.6790738438002138,0.25195969904519666,0.11001958829843471,0.3693095804264504,0.008257867259880354,0.1347609211904694,0.5,6,3,9483,1462,0.8662589008581341,0.6666666666666666,0.004087193460490463,0.9996837444655281,0.00812457684495599,0.5018854689630092,0.06392105179780856,0.04483579076255692
Logistic regression,Class weight,5,0.6779587988838852,0.25652228266074995,0.2258421170701107,0.6415072200888611,0.32890075705902616,0.46291572875886183,0.5,934,3670,5816,534,0.6162132554318057,0.20286707211120764,0.6362397820163488,0.6131140628294328,0.30764163372859027,0.6246769224228907,0.6245698981585298,0.17209416161879704
Gradient boosting,Class weight,5,0.6775363349171961,0.25247495038155304,0.21951322735797463,0.6256420925056906,0.31906199054529727,0.45307696224513294,0.5,920,3623,5863,548,0.6192258535694724,0.20250935505172793,0.6267029972752044,0.6180687328694919,0.30610547329895194,0.6223858650723482,0.6223708921627025,0.1692511346007784
Logistic regression,Random over,5,0.6782931507840897,0.257448000763227,0.22560643504362854,0.6411574456664646,0.32885270221824503,0.4628676739180808,0.5,936,3627,5859,532,0.6203213438013511,0.20512820512820512,0.6376021798365122,0.6176470588235294,0.3103962858564085,0.6276246193300208,0.6275453059943106,0.17638408648528323
Gradient boosting,Random over,5,0.6673665364302821,0.24068027902600775,0.1921430655082513,0.5637930784688236,0.2628087871322109,0.39682375883204657,0.5,720,2562,6924,748,0.6978272777067738,0.21937842778793418,0.4904632152588556,0.7299177735610373,0.30315789473684207,0.6101904944099464,0.5983291887375475,0.16389100932933745
Logistic regression,Random under,5,0.6779551365241535,0.25520001633332023,0.22623148599398585,0.6428663223042166,0.32955279527784953,0.4635677669776853,0.5,936,3662,5824,532,0.6171261639583714,0.2035667681600696,0.6376021798365122,0.6139574109213578,0.30860534124629085,0.625779795378935,0.6256681097277046,0.17364770175447936
Gradient boosting,Random under,5,0.6731066031053362,0.2420193542441617,0.2288050948471779,0.6473662387826529,0.3329345483855463,0.466949520085382,0.5,945,3756,5730,523,0.6093664414825635,0.20102105934907466,0.6437329700272479,0.6040480708412397,0.30637056248986866,0.6238905204342438,0.6235749022225483,0.17054277328468026
Logistic regression,SMOTE,5,0.676060188512427,0.2509926862691989,0.22655576211619421,0.6423392811743354,0.32721418223277293,0.46122915393260855,0.5,927,3709,5777,541,0.6120138762096038,0.19995685936151855,0.6314713896457765,0.6090027408812988,0.303735255570118,0.6202370652635376,0.6201353135263308,0.16581027006593296
Gradient boosting,SMOTE,5,0.6695511699156824,0.24356680090180985,0.11183931731207915,0.3749269285923988,0.024643920152202424,0.1556275666567537,0.5,37,45,9441,1431,0.8652547014789118,0.45121951219512196,0.025204359673024524,0.9952561669829222,0.04774193548387096,0.5102302633279734,0.15838179945761863,0.08086484309283473
Logistic regression,ADASYN,5,0.6741044884157407,0.2477177522181987,0.23382462216252492,0.6580999912026696,0.3405831863701355,0.4745981580699712,0.5,975,4024,5462,493,0.5876392185503012,0.1950390078015603,0.6641689373297003,0.5757959097617542,0.30153084892531307,0.6199824235457272,0.6184058194302932,0.16412311926029013
Gradient boosting,ADASYN,5,0.6717455696937004,0.24168105636509218,0.11167770848451589,0.37421842350796186,0.02199518491028551,0.154782235115891,0.5,31,35,9451,1437,0.865619864889538,0.4696969696969697,0.02111716621253406,0.9963103520978284,0.04041720990873533,0.5087137591551812,0.1450491341046825,0.0767174416676421
Logistic regression,Tomek links,5,0.6780800158099043,0.25691201704305927,0.10992634516356926,0.3692089049363819,0.011084439694196459,0.14186380976635848,0.5,24,18,9468,1444,0.8665327734161037,0.5714285714285714,0.01634877384196185,0.9981024667931688,0.03178807947019867,0.5072256203175654,0.12774095467275073,0.07965864171654054
Gradient boosting,Tomek links,5,0.6789483541211744,0.2499375235983669,0.11027703378951242,0.3698412588174502,0.01015947507860297,0.14194355890339083,0.5,22,10,9476,1446,0.867080518532043,0.6875,0.014986376021798364,0.9989458148850938,0.029333333333333333,0.5069660954534461,0.12235431176411316,0.08794232221564574
Logistic regression,ENN,5,0.6792530480886504,0.25853325535771987,0.11771542019203964,0.38846590228436967,0.06547526476393767,0.19949023646377334,0.5,161,285,9201,1307,0.8546649625707504,0.3609865470852018,0.10967302452316076,0.969955724225174,0.16823406478578892,0.5398143743741673,0.3261563703644736,0.13726095557158502
Gradient boosting,ENN,5,0.684362398969139,0.2534648749264536,0.11799886125691712,0.3882052242926582,0.0663116770893586,0.20032664878919426,0.5,168,311,9175,1300,0.8529304363702757,0.35073068893528186,0.11444141689373297,0.9672148429264179,0.17257318952234207,0.5408281299100755,0.33270022101758306,0.13603457341132688
Logistic regression,SMOTE-Tomek,5,0.6761034905304303,0.2510543077590589,0.22655275163537728,0.6423397317683336,0.32715751292471634,0.46117248462455196,0.5,926,3706,5780,542,0.612196457914917,0.19991364421416236,0.6307901907356949,0.6093189964157706,0.30360655737704917,0.6200545935757327,0.6199616487880408,0.16557769951879314
Gradient boosting,SMOTE-Tomek,5,0.673442606657969,0.2402215343128088,0.11179736378412586,0.374142972024295,0.022928677873192936,0.1556308525229508,0.5,30,49,9437,1438,0.8642505020996896,0.379746835443038,0.020435967302452316,0.9948344929369597,0.0387847446670976,0.507635230119706,0.14258472978903258,0.06147924649378293
Logistic regression,SMOTE-ENN,5,0.6772905259493267,0.25363959560477317,0.3663283741689899,1.0057913505132805,0.4800521363573934,0.614067108057229,0.5,1278,6379,3107,190,0.4003103888990323,0.16690609899438422,0.8705722070844687,0.3275353152013494,0.2801095890410959,0.599053761142909,0.5339879607752837,0.1471352586896611
Gradient boosting,SMOTE-ENN,5,0.6749622705136669,0.24571887603004186,0.15265236316348402,0.4697691167588662,0.1563732639189929,0.29038823561882854,0.5,491,1416,8070,977,0.7815409895928428,0.2574724698479287,0.33446866485013627,0.8507273877292852,0.290962962962963,0.5925980262897108,0.5334244590616916,0.1663828931663978
