issue_year,loans,default_rate,mean_loan_amnt,mean_int_rate,share_60_month
2007,603,0.2620232172470978,8254.519071310116,11.825107794361525,0.0
2008,2393,0.20727120768909318,8825.428332636857,12.061964061847053,0.0
2009,5281,0.1369058890361674,9833.033516379473,12.437246733573188,0.0
2010,12523,0.14006228539487342,10525.4212249461,11.98331230535814,0.2688652878703186
2011,14101,0.10630451741011276,9421.136798808595,10.553735196085384,0.0
2012,43344,0.13510520487264674,11675.253206902917,12.62156838316722,0.0
